X,Y,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MAF,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,EPOI_TYPE,CAF,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,X,Y,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,FOOD_TYPE
-123.140498339,49.286538177600001,POI1926391,DAVIE STREET MARKET,,1719 DAVIE ST,0.000000,VANCOUVER,Vancouver,BC,V6G 1W5,0.000000,604-669-2253,,0.000000,,0.000000,ADD854103,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.140498,49.286538,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.019160269,49.249615631,POI1906093,LILY'S FLOWERS & GROCERIES,,3830 SUNSET ST,0.000000,BURNABY,Burnaby,BC,V5G 1T3,0.000000,604-435-2495,,0.000000,,0.000000,,54110000,59920000,00000000,00000000,00000000,00000000,44511,45311,00000,00000,00000,54,G,-123.019160,49.249616,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.097574975,49.280433055700001,POI1918601,HANG HING HERBAL MEDICINE CO,,299 E PENDER ST,0.000000,VANCOUVER,Vancouver,BC,V6A 1T8,0.000000,604-682-1895,604-682-7246,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.097575,49.280433,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.101467,49.2261401,POI1915126,GOOD MORNING PANWALA,,6452 MAIN ST,0.000000,VANCOUVER,Vancouver,BC,V5W 2V4,0.000000,604-321-4955,,0.000000,,0.000000,ADD818669,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.101467,49.226140,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.9678117,49.2802104,POI1903717,PETRO CANADA KENSINGTON,,6568 HASTINGS ST,0.000000,BURNABY,Burnaby,BC,V5B 1S2,0.000000,604-291-7391,,0.000000,http://www.petro-canada.ca,0.000000,ADD872300,55410000,00000000,00000000,00000000,00000000,00000000,44719,811192,23499,44511,42172,55,G,-122.967812,49.280210,4,2,0.000000,0.000000,0.000000,Gas Stations
-122.9357,49.225246,POI4604050,ARCO PRODUCTS CANADA LTD,,7387 6TH ST,0.000000,BURNABY,BURNABY,BC,,0.000000,604-521-1338,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.935700,49.225246,5,2,0.000000,0.000000,0.000000,Gas Stations
-123.074235101,49.262274527599999,POI1910610,HIMME GROCERIES,,1460 E BROADWAY,0.000000,VANCOUVER,Vancouver,BC,V5N 1V6,0.000000,604-873-2077,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.074235,49.262275,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.579130288,49.488733822100002,POI3015966,MARKET PLACE IGA,,1160 GOVERNMENT ST,0.000000,PENTICTON,Penticton,BC,V2A 4V1,0.000000,250-493-7713,,0.000000,http://marketplaceiga.com,0.000000,ADD924156,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.579130,49.488734,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.406109,50.020814,POI1902155,WINFIELD SHELL,,9531 HIGHWAY 97,0.000000,WINFIELD,LAKE COUNTRY,BC,V4V 1T7,0.000000,250-766-4151,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-119.406109,50.020814,5,2,0.000000,0.000000,0.000000,Gas Stations
-120.072352,51.644788,POI1827027,SAFETY MART,,74 YOUNG RD,0.000000,CLEARWATER,Clearwater,BC,V0E 1N0,0.000000,250-674-2213,,0.000000,,0.000000,ADD837870,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-120.072352,51.644788,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-124.24230115100001,54.441947689199999,POI1832476,OVERWAITEA FOODS,,488 STUART DR E,0.000000,FORT ST. JAMES,Fort St. James,BC,V0J 1P0,0.000000,250-996-8333,250-996-7967,0.000000,http://www.overwaitea.com,0.000000,,54110000,54210000,00000000,00000000,00000000,00000000,44511,44521,00000,00000,00000,54,G,-124.242301,54.441948,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.369829135,49.970377055699998,POI1858612,ELLISON MARKET,,6060 SPENCER RD,0.000000,KELOWNA,Central Okanagan East,BC,V1X 7T8,0.000000,250-765-5484,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.369829,49.970377,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.399616,48.448134,POI1962323,TILLICUM SELF SERVICE,,294 GORGE RD W,0.000000,VICTORIA,Saanich,BC,V9A 1M7,0.000000,250-383-9923,,0.000000,,0.000000,ADD1238053,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.399616,48.448134,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.9607059,49.1565795,POI1969700,COLLEGE GROCERY & RESTAURANT,,458 WAKESIAH AVE,0.000000,NANAIMO,Nanaimo,BC,V9R3K9,0.000000,250-754-2355,,0.000000,,0.000000,,55410000,58120000,54110000,00000000,00000000,00000000,44719,72211,44511,00000,00000,55,G,-123.960706,49.156579,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.069842235,49.2585680798,POI1910661,LATIN SUPERMARKET,,1680 E 13 AVE,0.000000,VANCOUVER,Vancouver,BC,V5N 2B8,0.000000,604-874-8618,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.069842,49.258568,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-120.847024,56.242873,POI1850477,SHELL FOOD STORE,,9605 100 ST,0.000000,FORT ST. JOHN,Fort St. John,BC,V1J 3X7,0.000000,250-785-6649,,0.000000,,0.000000,ADD963065,54110000,55410000,00000000,00000000,00000000,00000000,44511,44719,00000,00000,00000,54,G,-120.847024,56.242873,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.359650289,48.455570025900002,POI1960240,HI-QUADRA SELF SERV,,3480 QUADRA ST,0.000000,VICTORIA,Saanich,BC,V8X 1G6,0.000000,250-380-1119,,0.000000,,0.000000,ADD1237035,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.359650,48.455570,4,2,0.000000,0.000000,0.000000,Gas Stations
-130.329493,54.30956,POI1951372,OVERWAITEA FOODS,,841 3 AVE W,0.000000,PRINCE RUPERT,Prince Rupert,BC,V8J 1M7,0.000000,250-624-9023,250-627-8256,0.000000,http://www.overwaitea.com,0.000000,ADD784223,54110000,59120000,00000000,00000000,00000000,00000000,44511,44611,00000,00000,00000,54,G,-130.329493,54.309560,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.707593,48.779141,POI1965797,DUNCAN SAVE-ON GAS,,281 CANADA AVE,0.000000,DUNCAN,Duncan,BC,V9L 3R1,0.000000,250-746-5342,250-746-5020,0.000000,,0.000000,ADD888511,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.707593,48.779141,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.390781,48.478349,POI1961797,GLANFORD GROCERY,,4161 GLANFORD AVE,0.000000,VICTORIA,Saanich,BC,V8Z 4B4,0.000000,250-744-1826,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.390781,48.478349,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.37276363300001,48.412324299,POI1957262,NIAGARA GROCERY,,579 NIAGARA ST,0.000000,VICTORIA,Victoria,BC,V8V 1H8,0.000000,250-383-1223,250-590-4161,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.372764,48.412324,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-130.29387,54.321363,POI1951520,MAVERICK FOODS,,1352 11 AVE E,0.000000,PRINCE RUPERT,Prince Rupert,BC,V8J 2X1,0.000000,250-627-1262,250-628-3392,0.000000,,0.000000,,54110000,54210000,58120000,00000000,00000000,00000000,44511,44521,72211,00000,00000,54,G,-130.293870,54.321363,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.347438388,48.426847335399998,POI1957892,ARCADE GROCERY & CONFECTIONERY,,1279 PANDORA AVE,0.000000,VICTORIA,Victoria,BC,V8V 3R3,0.000000,250-384-5934,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.347438,48.426847,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-116.90990050400001,51.245273358200002,POI67719,SOUTH SIDE GROCERY,,747 NICHOLSON FRONTAGE RD,0.000000,GOLDEN,COLUMBIA SHUSWAP,BC,V0A 1H2,0.000000,250-344-2379,,0.000000,,0.000000,,55410000,54110000,00000000,00000000,00000000,00000000,44719,44511,00000,00000,00000,55,G,-116.909901,51.245273,5,2,0.000000,0.000000,0.000000,Gas Stations
-122.780975,49.262339,POI4016724,HAKONE SUSHI,,,0.000000,PORT COQUITLAM,PORT COQUITLAM,BC,,0.000000,604-464-1137,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.780975,49.262339,8,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.134561,49.2765603,POI1924736,BEACH AVENUE MARKET,,1006 BEACH AVE,0.000000,VANCOUVER,Vancouver,BC,V6E 1T7,0.000000,604-687-5388,,0.000000,,0.000000,ADD980076,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.134561,49.276560,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.065708587,49.230683578799997,POI1911617,SUE'S GROCERY,,5895 VICTORIA DR,0.000000,VANCOUVER,Vancouver,BC,V5P 3W5,0.000000,604-321-0722,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.065709,49.230684,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.5075,49.401154,POI4283855,GAMBIER ISLAND GENERAL STORE,,NEW BRIGHTON RD,0.000000,GIBSONS,GIBSONS,BC,,0.000000,604-886-3838,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.507500,49.401154,8,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.65338789800001,49.103928528,POI1881691,EARL OF SANDWICH CAFE,,20538 FRASER HWY,0.000000,LANGLEY,Langley,BC,V3A 4G2,0.000000,604-530-7741,,0.000000,,0.000000,ADD836997,54110000,58120000,00000000,00000000,00000000,00000000,44511,72211,722211,00000,00000,54,G,-122.653388,49.103929,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-121.9703505,49.0748643,POI3018133,CULTUS LAKE SUPERETTE,,4125 COLUMBIA VALLEY RD,0.000000,CULTUS LAKE,Fraser Valley,BC,V2R 5B7,0.000000,604-858-6410,,0.000000,,0.000000,ADD920536,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-121.970351,49.074864,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-117.373521,49.99171,POI4338668,ELDORADO BIGWAY,,402 6 AVE,0.000000,NEW DENVER,New Denver,BC,V0G 1S0,0.000000,250-358-2443,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-117.373521,49.991710,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-117.800879,50.239004,POI4338675,VALLEY FOOD STORE,,215 BROADWAY ST W,0.000000,NAKUSP,Nakusp,BC,V0G 1R0,0.000000,250-265-4959,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-117.800879,50.239004,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.844632,49.115146,POI4775902,TERLUCK SERVICE & TRADE LTD,,6191 KING GEORGE HWY,0.000000,SURREY,Surrey,BC,V3X 1G3,0.000000,604-594-5111,,0.000000,,0.000000,ADD859468,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.844632,49.115146,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.10130340000001,49.2585755,POI1913348,NEW SENSATION MART,,2949 MAIN ST,0.000000,VANCOUVER,Vancouver,BC,V5T 3G4,0.000000,604-876-2299,,0.000000,,0.000000,ADD991274,54110000,53990000,00000000,00000000,00000000,00000000,44511,45299,00000,00000,00000,54,G,-123.101303,49.258575,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.64758,49.424157,POI4283860,ROBERTS CREEK GENERAL STORE,,1042 ROBERTS CK,0.000000,ROBERTS CREEK,SUNSHINE COAST,BC,,0.000000,604-885-3400,604-885-3406,0.000000,,0.000000,,54110000,59210000,00000000,00000000,00000000,00000000,44511,44531,00000,00000,00000,54,G,-123.647580,49.424157,8,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-124.758961,49.981711,POI4284838,LUND GROCERY,,1436 HIGHWAY 101,0.000000,LUND,POWELL RIVER,BC,V0N 2G0,0.000000,604-414-0471,,0.000000,,0.000000,ADD1218633,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-124.758961,49.981711,5,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.09114215,52.2115860153,POI3022923,WILDWOOD FOODS LTD,,115 HICKORY RD,0.000000,WILLIAMS LAKE,Cariboo,BC,V2G 4Z6,0.000000,250-989-5488,250-989-5487,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.091142,52.211586,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.297684897,48.851124406700002,POI3020631,MINERS BAY TRADING POST,,413 FERNHILL RD,0.000000,CAPITAL G,CAPITAL,BC,V0N 2J0,0.000000,250-539-2214,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.297685,48.851124,5,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.31102,48.43201,POI3020635,SHARE ORGANICS,,1885 ST ANN ST,0.000000,OAK BAY,Oak Bay,BC,V8R 5V9,0.000000,250-595-6729,,0.000000,http://www.shareorganics.bc.ca,0.000000,,54110000,54990000,00000000,00000000,00000000,00000000,44511,446191,00000,00000,00000,54,G,-123.311020,48.432010,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.119718678,49.281177190400001,POI81682,INDIA GATE RESTAURANT LTD,,616 ROBSON ST,0.000000,VANCOUVER,Vancouver,BC,V6B 2B9,0.000000,604-684-4617,604-682-1000,0.000000,http://www.indiagatefood.com,0.000000,,54110000,58120000,00000000,00000000,00000000,00000000,44511,72211,00000,00000,00000,54,G,-123.119719,49.281177,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.311297,52.101269,POI5246220,BLUE RIVER HUSKY,,778 YELLOWHEAD S HWY 5,0.000000,BLUE RIVER,THOMPSON-NICOLA,BC,V0E 1J0,0.000000,250-673-8221,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-119.311297,52.101269,8,2,0.000000,0.000000,0.000000,Gas Stations
-122.89057257100001,49.133341155399997,POI4110470,HEOLEE ENTERPRISES INC,,7101 120 ST,0.000000,DELTA,Delta,BC,V4E 2A9,0.000000,604-594-3232,,0.000000,,0.000000,ADD789858,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.890573,49.133341,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.9122651,49.1553251,POI4111386,NORDEL GROCERY,,8350 112 ST,0.000000,DELTA,Delta,BC,V4C 7A2,0.000000,604-543-1701,,0.000000,,0.000000,ADD883591,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.912265,49.155325,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.23360365000001,49.255720912699999,POI5207452,SAVE ON FOODS,,5945 AV BERTON,0.000000,VANCOUVER,GREATER VANCOUVER,BC,V6S 0B3,0.000000,604-221-5999,,0.000000,http://www.saveonfoods.com,0.000000,,54110000,51410000,00000000,00000000,00000000,00000000,44511,42241,00000,00000,00000,54,G,-123.233604,49.255721,5,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.645117,48.864562,POI4536460,GALLETTO MARKET & DELI,,1602 JOAN,0.000000,CHEMAINUS,NORTH COWICHAN,BC,,0.000000,250-246-4770,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.645117,48.864562,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.815872,48.993921,POI4536461,7-ELEVEN FOOD STORES,,434 ESPLANADE,0.000000,LADYSMITH,LADYSMITH,BC,,0.000000,250-245-8833,,0.000000,,0.000000,,54110000,54990000,54610000,57310000,58120000,00000000,44511,00000,00000,00000,00000,54,G,-123.815872,48.993921,5,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.1210349,49.2801944,POI5168823,RAO FOOD MARKET,,665 SMITHE ST,0.000000,VANCOUVER,Vancouver,BC,V6B 2C9,0.000000,604-568-7233,,0.000000,,0.000000,ADD985391,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.121035,49.280194,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.8905742,49.1605063,POI4111400,VITI MEATS LTD,,8697 120 ST,0.000000,DELTA,Delta,BC,V4C 6R4,0.000000,604-599-4552,,0.000000,,0.000000,ADD947579,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.890574,49.160506,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.177250524,49.264316714800003,POI4997885,RYLE'S MINI MART,,3277 BROADWAY W,0.000000,VANCOUVER,Vancouver,BC,,0.000000,604-568-4286,,0.000000,,0.000000,ADD800971,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.177251,49.264317,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.338099,49.379455,POI4997884,"RUDDY POTATO, THE",,201-996 DORMAN,0.000000,BOWEN ISLAND,BOWEN ISLAND,BC,V0N 1G0,0.000000,604-947-0098,604-947-0598,0.000000,,0.000000,ADD835515,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.338099,49.379455,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.386727002,49.890789114299999,POI1857569,IMPERIAL BANQUET RESTAURANT,,233 RUTLAND RD N,0.000000,KELOWNA,Kelowna,BC,V1X 3B1,0.000000,250-765-1129,,0.000000,,0.000000,,54110000,58120000,00000000,00000000,00000000,00000000,44511,72211,00000,00000,00000,54,G,-119.386727,49.890789,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.39834969,49.882411394400002,POI1857657,HOLLYWOOD DELI,,544 HOLLYWOOD RD S,0.000000,KELOWNA,Kelowna,BC,V1X 3T3,0.000000,250-860-1434,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.398350,49.882411,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.603102296,49.498074425200002,POI1862040,FOODLAND,,698 WESTMINSTER AVE W,0.000000,PENTICTON,Penticton,BC,V2A 1K7,0.000000,250-492-3869,,0.000000,,0.000000,,54110000,54210000,00000000,00000000,00000000,00000000,44511,44521,00000,00000,00000,54,G,-119.603102,49.498074,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-116.10021,49.080839,POI4828767,GROUSE MOUNTAIN VARIETY,,8741 HIGHWAY 3 & 95,0.000000,CENTRAL KOOTENAY,Central Kootenay,BC,V0B2P0,0.000000,250-424-5454,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-116.100210,49.080839,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-121.761265,49.237104,POI1836704,U-SAVE SUPERMARKET,,1810 AGASSIZ ROSEDALE HWY,0.000000,KENT,Kent,BC,V0M1A0,0.000000,604-796-9134,,0.000000,,0.000000,ADD1236891,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-121.761265,49.237104,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.13150321400001,49.280312674699999,POI1924793,MCINTOSH GROCERY,,1201 THURLOW ST,0.000000,VANCOUVER,Vancouver,BC,V6E 1X4,0.000000,604-685-5945,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.131503,49.280313,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-120.064174,51.641926,POI1826518,AVOLA SERVICE,,YELLOWHEAD HWY,0.000000,AVOLA,CLEARWATER,BC,V0E 1C0,0.000000,250-678-5353,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-120.064174,51.641926,5,2,0.000000,0.000000,0.000000,Gas Stations
-119.571387965,49.343687024300003,POI1830654,"CORNER STORE, THE",,1009 MAIN ST,0.000000,OKANAGAN FALLS,Okanagan-Similkameen,BC,V0H 1R0,0.000000,250-497-5757,250-497-2453,0.000000,,0.000000,ADD937317,55410000,54110000,00000000,00000000,00000000,00000000,44719,44511,00000,00000,00000,55,G,-119.571388,49.343687,4,2,0.000000,0.000000,0.000000,Gas Stations
-120.575253,56.304706,POI4781584,"HOME & COUNTRY STORE, THE",,4953 CECIL LK RD,0.000000,CECIL LAKE,PEACE RIVER,BC,V0C 1G0,0.000000,250-785-4001,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-120.575253,56.304706,8,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.573149319,49.344819422599997,POI4953990,SIMS GROCERY,,5109 9 AVE,0.000000,OKANAGAN-SIMILKAMEEN D,Okanagan-Similkameen,BC,V0H 1R0,0.000000,250-497-8155,,0.000000,,0.000000,ADD817303,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.573149,49.344819,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-125.251038,50.02751,POI4684620,SAVE ON FOODS - GAS BAR,,1270 DOGWOOD ST,0.000000,CAMPBELL RIVER,Campbell River,BC,,0.000000,250-286-3810,,0.000000,,0.000000,ADD876645,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-125.251038,50.027510,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-116.448761,50.980883,POI1822986,HARROGATE GENERAL STORE & CAFE,,PO BOX 40,0.000000,HARROGATE,COLUMBIA SHUSWAP,BC,V0A 1J0,0.000000,250-346-3332,250-346-3103,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-116.448761,50.980883,8,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.140616751,49.210067229800003,POI1931880,SAKANAYA SEAFOOD,,8435 GRANVILLE ST,0.000000,VANCOUVER,Vancouver,BC,V6P 4Z9,0.000000,604-261-7717,,0.000000,,0.000000,,54110000,54210000,00000000,00000000,00000000,00000000,44511,44522,00000,00000,00000,54,G,-123.140617,49.210067,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.120916,49.286551,POI4998057,XPRESS SUSHI & NOODLES PLUS,,1055 DUNSMUIR ST,0.000000,VANCOUVER,Vancouver,BC,,0.000000,604-669-0468,,0.000000,,0.000000,ADD854496,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.120916,49.286551,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.89297669699999,49.227706849900002,POI4664117,LEE'S MARKET,,339 COLUMBIA ST E,0.000000,NEW WESTMINSTER,New Westminster,BC,V3L 3W8,0.000000,604-524-8844,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.892977,49.227707,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.401405,48.460707,POI1961399,BURNSIDE FOOD MARKET,,658 BURNSIDE RD W,0.000000,SAANICH,Saanich,BC,V8Z 1M8,0.000000,250-479-4228,,0.000000,,0.000000,ADD787332,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.401405,48.460707,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-125.24828,49.996709,POI1974064,EXPRESS CONVENIENCE,,582 S DOGWOOD ST,0.000000,CAMPBELL RIVER,Campbell River,BC,V9W 6R4,0.000000,250-286-3066,,0.000000,,0.000000,ADD765012,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-125.248280,49.996709,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.698673028,48.783394220399998,POI1966527,KIM WAH RESTAURANT,,5871 YORK RD,0.000000,DUNCAN,NORTH COWICHAN,BC,V9L 4Y2,0.000000,250-748-2914,250-748-2944,0.000000,,0.000000,,54110000,58120000,00000000,00000000,00000000,00000000,44511,72211,00000,00000,00000,54,G,-123.698673,48.783394,5,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.509175211,48.8598435348,POI1952288,UPPER CENTRE STORE,,342 LOWER GANGES RD,0.000000,SALT SPRING ISLAND,Capital,BC,V8K 2V3,0.000000,250-537-1766,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.509175,48.859844,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.58321598800001,49.482612582500003,POI4953987,REAL CANADIAN WHOLESALE CLUB,,200 CARMI AVE,0.000000,PENTICTON,Penticton,BC,V2A 3G5,0.000000,250-493-5888,,0.000000,,0.000000,ADD800417,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.583216,49.482613,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
